Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Super Mario RPG: Legend of the Seven Stars,SNES,1996.0,Role-Playing,Nintendo,0.66,0.0,1.45,0.03,2.14,,,,,,
Mahjong,NES,1983.0,Misc,Nintendo,0.01,0.0,2.13,0.0,2.14,,,,,,
Demon Attack,2600,1981.0,Shooter,Imagic,1.99,0.12,0.0,0.02,2.13,,,,,,
Golf,GB,1989.0,Sports,Nintendo,0.83,0.33,0.92,0.04,2.12,,,,,,
Tony Hawk's Pro Skater,N64,2000.0,Sports,Activision,1.68,0.4,0.0,0.03,2.11,,,,,,
PES 2009: Pro Evolution Soccer,PS3,2008.0,Sports,Konami Digital Entertainment,0.11,1.33,0.4,0.26,2.11,,,,,,
Project Gotham Racing (JP weekly sales),XB,2002.0,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1,,,,,,
Scooby-Doo! Night of 100 Frights,PS2,2002.0,Platform,THQ,1.17,0.72,0.0,0.22,2.1,,,,,,
Derby Stallion,PS,1997.0,Sports,ASCII Entertainment,0.0,0.0,1.96,0.14,2.09,,,,,,
Finding Nemo,PS2,2003.0,Action,THQ,1.26,0.6,0.05,0.18,2.09,,,,,,
Yokai Watch,3DS,2013.0,Role-Playing,Nintendo,0.25,0.45,1.33,0.05,2.09,,,,,,
Rock Band,Wii,,Misc,MTV Games,1.33,0.56,0.0,0.2,2.08,80.0,21.0,6.3,37.0,Harmonix Music Systems,T
Warcraft: Orcs & Humans,PC,1994.0,Strategy,Activision,0.89,1.08,0.0,0.11,2.08,,,,,,
Mario & Luigi: Dream Team,3DS,2013.0,Role-Playing,Nintendo,0.89,0.58,0.46,0.14,2.08,,,,,,
Spec Ops: Airborne Commando,PS,2002.0,Shooter,Take-Two Interactive,1.54,0.46,0.0,0.08,2.07,,,,,,
Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001.0,Strategy,Konami Digital Entertainment,1.64,0.36,0.0,0.07,2.07,,,,,,
Kirby's Epic Yarn,Wii,2010.0,Platform,Nintendo,1.42,0.09,0.45,0.1,2.06,,,,,,
Wipeout: The Game,Wii,2009.0,Misc,Mindscape,1.94,0.0,0.0,0.12,2.06,,,,,,
Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005.0,Role-Playing,Nintendo,0.71,0.52,0.74,0.08,2.06,,,,,,
Tom Clancy's Splinter Cell: Conviction,X360,2010.0,Action,Ubisoft,1.2,0.62,0.04,0.19,2.06,,,,,,
Ghostbusters: The Video Game (DS Version),PS3,2010.0,Action,Take-Two Interactive,0.6,0.96,0.13,0.36,2.05,,,,,,
Toy Story 3: The Video Game,DS,2010.0,Action,Disney Interactive Studios,0.89,0.94,0.02,0.21,2.05,,,,,,
NBA Jam,GEN,1992.0,Sports,Arena Entertainment,1.75,0.25,0.0,0.05,2.05,,,,,,
PGR4 - Project Gotham Racing 4,X360,2007.0,Racing,Microsoft Game Studios,0.48,1.28,0.02,0.25,2.04,,,,,,
1080°: TenEighty Snowboarding,N64,1998.0,Sports,Nintendo,1.25,0.61,0.13,0.05,2.03,,,,,,
Super Street Fighter II,SNES,1993.0,Fighting,Nintendo,0.52,0.16,1.29,0.03,2.0,,,,,,
Tennis,GB,1989.0,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99,,,,,,
SimCity,SNES,1991.0,Simulation,Nintendo,0.93,0.27,0.75,0.04,1.98,,,,,,
E.T.: The Extra Terrestrial,2600,1981.0,Action,Atari,1.84,0.11,0.0,0.02,1.97,,,,,,
Minecraft,PSV,2014.0,Misc,Sony Computer Entertainment Europe,0.18,0.64,0.9,0.24,1.96,,,,,,
Soccer,NES,1985.0,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96,,,,,,
Rad Racer,NES,1986.0,Racing,Nintendo,1.13,0.37,0.41,0.05,1.96,,,,,,
Star Wars: Dark Forces,PC,1994.0,Shooter,LucasArts,1.09,0.77,0.0,0.09,1.95,,,,,,
Alleyway,GB,1989.0,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94,,,,,,
Jet Moto 2,PS,1997.0,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94,,,,,,
Mortal Kombat II,SNES,1993.0,Fighting,Acclaim Entertainment,1.48,0.39,0.0,0.06,1.93,,,,,,
Virtua Fighter 2,SAT,1995.0,Fighting,Sega,0.34,0.26,1.3,0.03,1.93,,,,,,
Tetris DX,GB,1998.0,Puzzle,Nintendo,1.06,0.6,0.2,0.07,1.93,,,,,,
The Legend of Zelda: Oracle of Ages,GB,2001.0,Action,Nintendo,0.92,0.53,0.41,0.06,1.92,,,,,,
Mario Party 3,N64,2000.0,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91,,,,,,
Tomb Raider (2013),X360,2013.0,Action,Square Enix,0.86,0.84,0.01,0.17,1.89,,,,,,
Donkey Kong Country Returns,3DS,2013.0,Platform,Nintendo,0.74,0.62,0.41,0.13,1.89,,,,,,
Yu-Gi-Oh! Forbidden Memories,PS,1999.0,Role-Playing,Konami Digital Entertainment,1.37,0.44,0.0,0.08,1.88,,,,,,
Hot Shots Golf 2,PS,1999.0,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88,,,,,,
Medal of Honor: European Assault (All Region sales),PS2,2005.0,Shooter,Electronic Arts,0.89,0.69,0.09,0.21,1.88,,,,,,
WCW Nitro,PS,1998.0,Fighting,THQ,1.42,0.36,0.03,0.07,1.88,,,,,,
High School Musical: Sing It!,PS2,2007.0,Misc,Disney Interactive Studios,0.47,0.08,0.0,1.33,1.87,,,,,,
FIFA 2000,PS,1998.0,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87,,,,,,
The Legend of Zelda: Oracle of Seasons,GB,2001.0,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86,,,,,,
Ratchet & Clank Future: A Crack in Time,PS3,2009.0,Platform,Sony Computer Entertainment,1.05,0.53,0.03,0.26,1.86,,,,,,
Turok 2: Seeds of Evil,N64,1997.0,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86,,,,,,
SingStar,PS2,2004.0,Misc,Sony Computer Entertainment,0.0,1.37,0.0,0.49,1.86,,,,,,
Pinball,NES,1984.0,Action,Nintendo,0.8,0.19,0.83,0.03,1.85,,,,,,
Gran Turismo Concept 2001 Tokyo,PS2,2001.0,Racing,,0.0,1.1,0.42,0.33,1.84,,,,,,
"Hey You, Pikachu!",N64,1998.0,Simulation,Nintendo,0.83,0.06,0.93,0.0,1.83,,,,,,
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005.0,Misc,THQ,1.31,0.49,0.0,0.03,1.83,,,,,,
Jet Moto,PS,1996.0,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83,,,,,,
Secret of Mana,SNES,1993.0,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83,,,,,,
GoldenEye 007 (2010),Wii,2010.0,Action,Activision,0.84,0.7,0.13,0.16,1.83,,,,,,
Air Combat,PS,1995.0,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,,,,,,
Sonic & Knuckles,GEN,1994.0,Platform,Sega,1.24,0.43,0.03,0.12,1.82,,,,,,
Crazy Taxi,DC,2000.0,Racing,Sega,1.1,0.51,0.12,0.08,1.81,,,,,,
NFL GameDay 2000,PS,1999.0,Sports,989 Studios,1.0,0.68,0.0,0.12,1.8,,,,,,
The Legend of Zelda: The Wind Waker,WiiU,2013.0,Action,Nintendo,0.92,0.6,0.14,0.14,1.79,,,,,,
Disney's The Lion King,SNES,1994.0,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,,,,,,
Professor Layton and the Mask of Miracle,3DS,2011.0,Puzzle,Nintendo,0.32,0.97,0.36,0.13,1.79,,,,,,
SpongeBob SquarePants: SuperSponge,PS,2001.0,Action,THQ,1.12,0.58,0.0,0.08,1.78,,,,,,
Final Fantasy II,SNES,1991.0,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77,,,,,,
Kirby 64: The Crystal Shards,N64,2000.0,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77,,,,,,
High School Musical: Sing It!,Wii,2007.0,Misc,Disney Interactive Studios,1.15,0.45,0.0,0.16,1.76,,,,,,
Metroid II: Return of Samus,GB,1991.0,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,,,,,,
WWF Attitude,PS,1998.0,Fighting,Acclaim Entertainment,1.27,0.42,0.0,0.07,1.76,,,,,,
Sonic the Hedgehog 3,GEN,1994.0,Platform,Sega,1.02,0.47,0.2,0.07,1.76,,,,,,
Kid Icarus,NES,1986.0,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,,,,,,
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007.0,Action,THQ,1.26,0.47,0.0,0.03,1.76,,,,,,
Madden NFL 2000,PS,1998.0,Sports,Electronic Arts,1.68,0.04,0.0,0.04,1.75,,,,,,
Pro Evolution Soccer,PS2,2001.0,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75,,,,,,
Disney's Aladdin,SNES,1993.0,Platform,Capcom,0.94,0.34,0.21,0.27,1.75,,,,,,
Kirby's Adventure,NES,1993.0,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75,,,,,,
Yoshi,NES,1991.0,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75,,,,,,
The Elder Scrolls Online,PS4,2015.0,Role-Playing,Bethesda Softworks,0.67,0.79,0.0,0.29,1.75,,,,,,
2 Games in 1: Disney Princess & The Lion King,GBA,2004.0,Misc,THQ,1.25,0.46,0.0,0.03,1.75,,,,,,
Kingdom Hearts,PS3,2013.0,Role-Playing,Square Enix,0.9,0.35,0.25,0.24,1.74,,,,,,
Star Wars Episode I: The Phantom Menace,PS,1999.0,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74,,,,,,
Cruis'n USA,N64,1996.0,Racing,Nintendo,1.69,0.04,0.0,0.01,1.74,,,,,,
Madden NFL 99,PS,1998.0,Sports,Electronic Arts,1.66,0.04,0.0,0.04,1.74,,,,,,
Twisted Metal III,PS,1998.0,Action,989 Studios,1.48,0.2,0.0,0.05,1.73,,,,,,
Harry Potter and the Sorcerer's Stone,GB,2001.0,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73,,,,,,
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003.0,Action,Take-Two Interactive,0.85,0.66,0.0,0.22,1.72,,,,,,
Call of Duty: World at War Final Fronts,PS2,2008.0,Shooter,Activision,0.61,0.18,0.0,0.94,1.72,,,,,,
Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998.0,Platform,Activision,0.99,0.64,0.0,0.08,1.71,,,,,,
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006.0,Misc,Nintendo,0.0,0.0,1.71,0.0,1.71,,,,,,
Call of Duty: Black Ops 3,X360,2015.0,Shooter,Activision,1.14,0.4,0.0,0.16,1.71,,,,,,
Super Puyo Puyo,SNES,1993.0,Puzzle,Banpresto,0.0,0.0,1.69,0.01,1.7,,,,,,
Ben 10: Protector of Earth,DS,2007.0,Action,D3Publisher,0.68,0.82,0.0,0.19,1.7,,,,,,
Jampack Winter '99,PS,1999.0,Misc,Sony Computer Entertainment,0.94,0.64,0.0,0.11,1.69,,,,,,
Call of Duty: Black Ops 3,PS3,2015.0,Shooter,Activision,0.49,0.87,0.07,0.26,1.69,,,,,,
WCW vs. nWo: World Tour,N64,1997.0,Fighting,THQ,1.37,0.28,0.03,0.02,1.69,,,,,,
WCW/NWO Thunder,PS,1998.0,Fighting,THQ,1.1,0.48,0.04,0.07,1.69,,,,,,
Cooking Mama 3: Shop & Chop,DS,2009.0,Simulation,505 Games,0.79,0.65,0.08,0.17,1.69,,,,,,
World Championship Poker: Featuring Howard Lederer - All In,PS2,2006.0,Misc,Oxygen Interactive,0.82,0.64,0.0,0.22,1.68,,,,,,
NFL GameDay 98,PS,1997.0,Sports,Sony Computer Entertainment,1.58,0.06,0.0,0.04,1.68,,,,,,
Yoshi's Cookie,GB,1992.0,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68,,,,,,
Time Crisis,PS,1997.0,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68,,,,,,
 Fire Emblem Fates,3DS,2015.0,Role-Playing,Nintendo,0.81,0.23,0.52,0.11,1.68,,,,,,
Disney's DuckTales,NES,1989.0,Platform,Capcom,0.91,0.3,0.42,0.04,1.67,,,,,,
PGR: Project Gotham Racing 2,XB,2003.0,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67,,,,,,
Street Fighter II': Special Champion Edition,GEN,1992.0,Fighting,Sega,1.0,0.3,0.31,0.04,1.66,,,,,,
Ms. Pac-Man,2600,1981.0,Puzzle,Atari,1.54,0.1,0.0,0.02,1.65,,,,,,
Super Scope 6,SNES,1991.0,Shooter,Nintendo,1.06,0.38,0.15,0.05,1.65,,,,,,
Dragon Quest V: Tenkuu no Hanayome,PS2,2004.0,Role-Playing,Enix Corporation,0.0,0.0,1.65,0.0,1.65,,,,,,
Kirby & the Amazing Mirror,GBA,2004.0,Platform,Nintendo,0.8,0.05,0.76,0.03,1.64,,,,,,
Dig Dug,2600,1982.0,Puzzle,Atari,1.52,0.1,0.0,0.02,1.64,,,,,,
Tom Clancy's Rainbow Six,PS,1999.0,Shooter,Red Storm Entertainment,0.93,0.63,0.0,0.08,1.64,,,,,,
Ghosts 'n Goblins,NES,1986.0,Action,Capcom,0.74,0.26,0.61,0.03,1.64,,,,,,
NBA Live 06 (All region sales),PS2,2005.0,Sports,Electronic Arts,1.44,0.15,0.0,0.05,1.64,,,,,,
Call of Duty: Black Ops,PC,,Shooter,Activision,0.58,0.81,0.0,0.23,1.63,81.0,29.0,5.2,1651.0,Treyarch,M
Tony Hawk's American Wasteland (Old all region sales),PS2,2005.0,Sports,Activision,0.8,0.63,0.01,0.19,1.62,,,,,,
Sled Storm,PS,1998.0,Racing,Electronic Arts,0.9,0.61,0.0,0.11,1.62,,,,,,
Rock Band,PS3,,Misc,Electronic Arts,0.99,0.41,0.0,0.22,1.62,92.0,35.0,8.4,107.0,Harmonix Music Systems,T
Baseball,GB,1989.0,Sports,Nintendo,0.66,0.27,0.65,0.03,1.61,,,,,,
Yu-Gi-Oh! Duel Monsters,GB,1998.0,Strategy,Konami Digital Entertainment,0.0,0.0,1.61,0.01,1.61,,,,,,
Buzz! The Music Quiz,PS2,2005.0,Misc,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.61,,,,,,
Dollar Dash,PS2,2005.0,Action,Take-Two Interactive,1.3,0.23,0.0,0.07,1.6,,,,,,
F-1 World Grand Prix,N64,1998.0,Racing,Video System,0.46,0.96,0.09,0.08,1.6,,,,,,
River Raid,2600,1981.0,Shooter,Activision,1.49,0.09,0.0,0.02,1.6,,,,,,
Soul Edge,PS,1996.0,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,0.1,1.59,,,,,,
Mario Bros.,2600,1982.0,Platform,Atari,1.48,0.09,0.0,0.02,1.59,,,,,,
NASCAR 2000,PS,1999.0,Racing,Electronic Arts,0.88,0.6,0.0,0.1,1.59,,,,,,
Jampack Summer 2K,PS,2000.0,Misc,Sony Computer Entertainment,0.88,0.6,0.0,0.1,1.58,,,,,,
High School Musical 3: Senior Year,DS,2008.0,Misc,Disney Interactive Studios,0.63,0.76,0.0,0.17,1.56,,,,,,
Donkey Kong Classics,NES,1988.0,Platform,Nintendo,0.59,0.14,0.81,0.02,1.56,,,,,,
Hannah Montana: Music Jam,DS,2007.0,Action,Disney Interactive Studios,1.05,0.36,0.0,0.15,1.56,,,,,,
Twisted Metal,PS,1995.0,Action,Sony Computer Entertainment,1.32,0.19,0.0,0.05,1.56,,,,,,
Final Fight,SNES,1990.0,Action,Capcom,0.67,0.17,0.69,0.03,1.56,,,,,,
Dragon Quest Monsters 2,GB,2001.0,Role-Playing,Enix Corporation,0.0,0.0,1.56,0.0,1.56,,,,,,
Pokemon Pinball: Ruby & Sapphire,GBA,2003.0,Misc,Nintendo,0.68,0.38,0.44,0.05,1.56,,,,,,
007: The World is not Enough,N64,2000.0,Action,Electronic Arts,1.13,0.38,0.02,0.03,1.55,,,,,,
Command & Conquer: Tiberian Sun,PC,1999.0,Strategy,Westwood Studios,1.55,0.0,0.0,0.0,1.55,,,,,,
Ratchet & Clank (2016),PS4,2016.0,Platform,Sony Computer Entertainment,0.5,0.76,0.04,0.24,1.54,,,,,,
Die Hard Trilogy,PS,1996.0,Shooter,Fox Interactive,0.85,0.58,0.0,0.1,1.54,,,,,,
Mortal Kombat 3,SNES,1994.0,Fighting,Acclaim Entertainment,1.19,0.29,0.0,0.05,1.53,,,,,,
NFL GameDay 99,PS,1998.0,Sports,989 Studios,1.44,0.05,0.0,0.04,1.53,,,,,,
Tiger Woods 99 PGA Tour Golf,PS,1997.0,Sports,Electronic Arts,0.85,0.58,0.0,0.1,1.53,,,,,,
Knockout Kings,PS,1997.0,Fighting,Electronic Arts,1.07,0.39,0.0,0.06,1.52,,,,,,
NASCAR 98,PS,1996.0,Racing,Electronic Arts,1.43,0.05,0.0,0.04,1.52,,,,,,
Xevious,NES,1984.0,Shooter,Namco Bandai Games,0.18,0.06,1.27,0.01,1.52,,,,,,
F1 Race,NES,1984.0,Racing,Nintendo,0.0,0.0,1.52,0.0,1.52,,,,,,
NASCAR 99,PS,1998.0,Racing,Electronic Arts,1.45,0.04,0.0,0.04,1.52,,,,,,
Final Fantasy XIV: A Realm Reborn,PC,2010.0,Role-Playing,Square Enix,0.88,0.48,0.0,0.17,1.52,,,,,,
NBA Live 2000,PS,1998.0,Sports,Electronic Arts,1.43,0.05,0.0,0.03,1.52,,,,,,
Puzzle & Dragons,3DS,2013.0,Role-Playing,GungHo,0.0,0.0,1.51,0.0,1.51,,,,,,
Call of Duty: Modern Warfare: Reflex Edition,Wii,2009.0,Shooter,Activision,0.94,0.43,0.0,0.14,1.51,,,,,,
Mega Man 2,NES,1988.0,Action,Capcom,0.93,0.15,0.42,0.01,1.51,,,,,,
Simpsons Wrestling,PS,2001.0,Fighting,Electronic Arts,0.23,1.16,0.0,0.11,1.51,,,,,,
NBA Live 98,PS,1997.0,Sports,Electronic Arts,1.41,0.06,0.0,0.04,1.51,,,,,,
Monopoly,PS,1997.0,Misc,Hasbro Interactive,1.18,0.27,0.0,0.05,1.51,,,,,,
NFL Blitz,PS,1998.0,Sports,Midway Games,1.41,0.05,0.0,0.04,1.5,,,,,,
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986.0,Platform,Hudson Soft,0.0,0.0,1.5,0.0,1.5,,,,,,
WWF No Mercy,N64,2000.0,Fighting,THQ,1.2,0.27,0.02,0.02,1.5,,,,,,
Ice Climber,NES,1985.0,Platform,Nintendo,0.46,0.1,0.92,0.02,1.5,,,,,,
Sonic CD,SCD,1993.0,Platform,Sega,1.0,0.36,0.09,0.05,1.5,,,,,,
Pac-Man World,PS,1998.0,Action,Namco Bandai Games,1.21,0.14,0.1,0.04,1.5,,,,,,
Banjo-Tooie,N64,2000.0,Platform,Nintendo,0.82,0.36,0.25,0.06,1.49,,,,,,
Buzz! The BIG Quiz,PS2,2006.0,Misc,Sony Computer Entertainment,0.0,1.1,0.0,0.39,1.49,,,,,,
Doom (2016),PS4,2016.0,Shooter,Bethesda Softworks,0.54,0.69,0.02,0.24,1.49,,,,,,
WWF WrestleMania 2000,N64,1999.0,Fighting,THQ,1.2,0.25,0.02,0.02,1.48,,,,,,
Wario Land II,GB,1997.0,Platform,Nintendo,0.7,0.35,0.39,0.04,1.48,,,,,,
Nintendo World Cup,NES,1990.0,Sports,Nintendo,0.28,0.5,0.65,0.05,1.48,,,,,,
LEGO City Undercover,3DS,2013.0,Platform,Nintendo,0.52,0.77,0.07,0.11,1.47,,,,,,
Mario Golf,N64,1999.0,Action,Nintendo,0.62,0.18,0.65,0.02,1.47,,,,,,
Triple Play 99,PS,,Sports,,0.81,0.55,0.0,0.1,1.46,,,,,,
Dragon Quest VII: Warriors of Eden,3DS,2013.0,Role-Playing,Square Enix,0.06,0.09,1.3,0.01,1.46,,,,,,
Donkey Kong,2600,1981.0,Platform,Coleco,1.36,0.08,0.0,0.02,1.46,,,,,,
Mortal Kombat 4,PS,1998.0,Fighting,GT Interactive,0.81,0.55,0.0,0.1,1.46,,,,,,
New Play Control! Mario Power Tennis,Wii,2009.0,Sports,Nintendo,0.35,0.69,0.28,0.14,1.46,,,,,,
WCW vs the World,PS,1998.0,Fighting,THQ,1.17,0.2,0.04,0.05,1.46,,,,,,
Tamagotchi,GB,1996.0,Simulation,Namco Bandai Games,0.0,0.0,1.44,0.01,1.45,,,,,,
4 Nin uchi Mahjong,NES,1984.0,Misc,Nintendo,0.0,0.0,1.45,0.0,1.45,,,,,,
Dragon Ball Z,SNES,1993.0,Fighting,Namco Bandai Games,0.0,0.0,1.45,0.0,1.45,,,,,,
Game de Hakken!! Tamagotchi 2,GB,1997.0,Simulation,Namco Bandai Games,0.0,0.0,1.44,0.01,1.45,,,,,,
Namco Museum 64,N64,1999.0,Misc,Namco Bandai Games,1.24,0.17,0.03,0.01,1.45,,,,,,
Tony Hawk's American Wasteland (Weekly american sales),PS2,2005.0,Sports,Activision,1.38,0.05,0.0,0.02,1.45,,,,,,
The House of the Dead 2 & 3 Return,Wii,2008.0,Shooter,Sega,0.77,0.49,0.03,0.15,1.44,,,,,,
Kirby Super Star,SNES,1996.0,Platform,Nintendo,0.26,0.07,1.09,0.02,1.44,,,,,,
Sonic & Sega All-Stars Racing,Wii,2010.0,Racing,Sega,0.61,0.68,0.0,0.15,1.44,,,,,,
SNK vs. Capcom: The Match of the Millennium,PSP,2006.0,Fighting,Sega,0.53,0.57,0.0,0.34,1.43,,,,,,
Disney's DuckTales,GB,1988.0,Platform,Capcom,0.82,0.23,0.35,0.03,1.43,,,,,,
Triple Play 2000,PS,1999.0,Sports,Electronic Arts,0.79,0.54,0.0,0.09,1.43,,,,,,
NBA Live 06 (Weekly american sales),PS2,2005.0,Sports,Electronic Arts,1.35,0.05,0.0,0.02,1.42,,,,,,
Super Metroid,SNES,1994.0,Action,Nintendo,0.57,0.12,0.71,0.02,1.42,,,,,,
Pro Yakyuu Family Stadium '87,NES,1987.0,Sports,Namco Bandai Games,0.12,0.0,1.3,0.0,1.42,,,,,,
Resident Evil (Remake),GC,2002.0,Action,Capcom,0.63,0.38,0.35,0.05,1.42,,,,,,
LEGO Star Wars: The Video Game,GC,2005.0,Action,Eidos Interactive,1.09,0.28,0.0,0.04,1.41,,,,,,
Disney's The Lion King,GEN,1994.0,Platform,Virgin Interactive,0.97,0.37,0.03,0.05,1.41,,,,,,
Knockout Kings 2000,PS,1999.0,Fighting,Electronic Arts,1.02,0.34,0.0,0.05,1.41,,,,,,
Gran Turismo 4 Prologue,PS2,2003.0,Racing,Sony Computer Entertainment,0.0,0.47,0.77,0.17,1.41,,,,,,
2Xtreme,PS,1996.0,Sports,Sony Computer Entertainment,1.15,0.2,0.0,0.05,1.4,,,,,,
Final Fantasy III,NES,1990.0,Role-Playing,SquareSoft,0.0,0.0,1.39,0.01,1.4,,,,,,
Tomb Raider (2013),PS4,2014.0,Action,Square Enix,0.47,0.65,0.06,0.22,1.4,,,,,,
Inazuma Eleven 2,DS,2009.0,Role-Playing,Nintendo,0.0,0.19,1.18,0.03,1.39,,,,,,
NBA Jam,SNES,1994.0,Sports,Acclaim Entertainment,1.19,0.16,0.0,0.03,1.39,,,,,,
Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991.0,Action,Konami Digital Entertainment,1.05,0.17,0.15,0.02,1.39,,,,,,
Hannah Montana: Spotlight World Tour,Wii,2007.0,Action,Disney Interactive Studios,0.87,0.38,0.0,0.13,1.39,,,,,,
Toy Story 3: The Video Game,Wii,2010.0,Action,Disney Interactive Studios,0.63,0.62,0.0,0.14,1.38,,,,,,
Bravely Default: Flying Fairy,3DS,2012.0,Role-Playing,Nintendo,0.5,0.32,0.49,0.08,1.38,,,,,,
Paper Mario,N64,2000.0,Role-Playing,Nintendo,0.58,0.18,0.59,0.02,1.38,,,,,,
Duke Nukem: Time to Kill,PS,1998.0,Shooter,Take-Two Interactive,0.77,0.54,0.0,0.07,1.38,,,,,,
A Collection of Activision Classic Games for the Atari 2600,PS,1998.0,Misc,Activision,0.76,0.52,0.0,0.09,1.37,,,,,,
Pocket Monsters Stadium,N64,1998.0,Strategy,Nintendo,0.0,0.0,1.37,0.0,1.37,,,,,,
Gradius,NES,1986.0,Shooter,Konami Digital Entertainment,0.27,0.08,1.0,0.01,1.36,,,,,,
Dragon Quest III: Soshite Densetsu e...,SNES,1996.0,Role-Playing,Enix Corporation,0.0,0.0,1.36,0.0,1.36,,,,,,
Centipede,2600,1981.0,Shooter,Atari,1.26,0.08,0.0,0.01,1.36,,,,,,
Dance Dance Revolution (Japan),PS,1999.0,Simulation,Konami Digital Entertainment,0.0,0.0,1.26,0.09,1.35,,,,,,
Madden NFL 98,PS,1997.0,Sports,Electronic Arts,1.29,0.03,0.0,0.03,1.35,,,,,,
The Simpsons: Hit & Run,XB,2003.0,Racing,Vivendi Games,0.7,0.58,0.0,0.07,1.35,,,,,,
SaGa Frontier,PS,1997.0,Role-Playing,SquareSoft,0.15,0.04,1.07,0.09,1.35,,,,,,
SingStar Party,PS2,2004.0,Misc,Sony Computer Entertainment,0.0,1.04,0.0,0.31,1.35,,,,,,
Mortal Kombat 3,GEN,1994.0,Fighting,Acclaim Entertainment,1.03,0.27,0.0,0.04,1.34,,,,,,
Command & Conquer: Red Alert 2,PC,2000.0,Strategy,Electronic Arts,1.32,0.02,0.0,0.0,1.34,,,,,,
Yokai Watch 3,3DS,2016.0,Action,Level 5,0.0,0.0,1.33,0.0,1.33,,,,,,
Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004.0,Platform,Sony Computer Entertainment,1.27,0.05,0.0,0.02,1.33,,,,,,
Spider-Man: The Movie,GBA,2002.0,Action,Activision,0.92,0.35,0.01,0.05,1.33,,,,,,
WWF War Zone,N64,1998.0,Fighting,Acclaim Entertainment,1.08,0.24,0.0,0.02,1.33,,,,,,
Tony Hawk's Pro Skater,GB,2000.0,Sports,Activision,0.9,0.38,0.01,0.05,1.33,,,,,,
The Sims: Bustin' Out,GBA,2003.0,Simulation,Electronic Arts,0.93,0.35,0.0,0.06,1.33,,,,,,
Triple Play 2001,PS,2000.0,Sports,Electronic Arts,0.74,0.5,0.0,0.09,1.33,,,,,,
The Elder Scrolls V: Skyrim,PS4,2016.0,Role-Playing,Bethesda Softworks,0.48,0.59,0.04,0.21,1.33,,,,,,
Gyromite,NES,1985.0,Puzzle,Nintendo,0.73,0.16,0.4,0.03,1.32,,,,,,
TOCA 2: Touring Cars,PS,1998.0,Racing,Codemasters,0.03,1.16,0.02,0.11,1.32,,,,,,
Fighting Force,PS,1997.0,Fighting,Eidos Interactive,0.73,0.5,0.0,0.09,1.32,,,,,,
Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003.0,Role-Playing,Capcom,0.31,0.04,0.96,0.01,1.32,,,,,,
Madden NFL 97,PS,1996.0,Sports,Electronic Arts,0.73,0.5,0.0,0.09,1.32,,,,,,
The ICO & Shadow of the Colossus Collection,PS3,2011.0,Adventure,Sony Computer Entertainment,0.67,0.34,0.13,0.17,1.31,,,,,,
